"Plot Title: Injection_DO_x30m_2022-07-15"
"#","Date Time, GMT-05:00","DO conc, mg/L (LGR S/N: 21223042, SEN S/N: 21223042)","Temp, °C (LGR S/N: 21223042, SEN S/N: 21223042)","Sensor Data Error (LGR S/N: 21223042)","Coupler Attached (LGR S/N: 21223042)","Host Connected (LGR S/N: 21223042)","Stopped (LGR S/N: 21223042)","End Of File (LGR S/N: 21223042)"
453,07/17/22 12:30:00 AM,7.41,6.36,,,,,
454,07/17/22 12:35:00 AM,7.42,6.34,,,,,
455,07/17/22 12:40:00 AM,7.42,6.34,,,,,
456,07/17/22 12:45:00 AM,7.43,6.32,,,,,
457,07/17/22 12:50:00 AM,7.43,6.32,,,,,
458,07/17/22 12:55:00 AM,7.43,6.32,,,,,
459,07/17/22 01:00:00 AM,7.43,6.30,,,,,
460,07/17/22 01:05:00 AM,7.43,6.30,,,,,
461,07/17/22 01:10:00 AM,7.42,6.28,,,,,
462,07/17/22 01:15:00 AM,7.43,6.28,,,,,
463,07/17/22 01:20:00 AM,7.42,6.26,,,,,
464,07/17/22 01:25:00 AM,7.43,6.24,,,,,
465,07/17/22 01:30:00 AM,7.43,6.22,,,,,
466,07/17/22 01:35:00 AM,7.44,6.20,,,,,
467,07/17/22 01:40:00 AM,7.44,6.16,,,,,
468,07/17/22 01:45:00 AM,7.44,6.14,,,,,
469,07/17/22 01:50:00 AM,7.44,6.10,,,,,
470,07/17/22 01:55:00 AM,7.46,6.06,,,,,
471,07/17/22 02:00:00 AM,7.46,6.04,,,,,
472,07/17/22 02:05:00 AM,7.46,6.02,,,,,
473,07/17/22 02:10:00 AM,7.46,5.98,,,,,
474,07/17/22 02:15:00 AM,7.48,5.96,,,,,
475,07/17/22 02:20:00 AM,7.48,5.96,,,,,
476,07/17/22 02:25:00 AM,7.48,5.94,,,,,
477,07/17/22 02:30:00 AM,7.48,5.94,,,,,
478,07/17/22 02:35:00 AM,7.48,5.94,,,,,
479,07/17/22 02:40:00 AM,7.47,5.94,,,,,
480,07/17/22 02:45:00 AM,7.48,5.94,,,,,
481,07/17/22 02:50:00 AM,7.48,5.94,,,,,
482,07/17/22 02:55:00 AM,7.48,5.94,,,,,
483,07/17/22 03:00:00 AM,7.48,5.94,,,,,
484,07/17/22 03:05:00 AM,7.47,5.94,,,,,
485,07/17/22 03:10:00 AM,7.47,5.94,,,,,
486,07/17/22 03:15:00 AM,7.48,5.92,,,,,
487,07/17/22 03:20:00 AM,7.48,5.92,,,,,
488,07/17/22 03:25:00 AM,7.48,5.92,,,,,
489,07/17/22 03:30:00 AM,7.48,5.90,,,,,
490,07/17/22 03:35:00 AM,7.48,5.88,,,,,
491,07/17/22 03:40:00 AM,7.49,5.88,,,,,
492,07/17/22 03:45:00 AM,7.49,5.86,,,,,
493,07/17/22 03:50:00 AM,7.49,5.84,,,,,
494,07/17/22 03:55:00 AM,7.49,5.82,,,,,
495,07/17/22 04:00:00 AM,7.50,5.80,,,,,
496,07/17/22 04:05:00 AM,7.50,5.76,,,,,
497,07/17/22 04:10:00 AM,7.52,5.74,,,,,
498,07/17/22 04:15:00 AM,7.52,5.74,,,,,
499,07/17/22 04:20:00 AM,7.52,5.72,,,,,
500,07/17/22 04:25:00 AM,7.52,5.72,,,,,
501,07/17/22 04:30:00 AM,7.53,5.70,,,,,
502,07/17/22 04:35:00 AM,7.53,5.70,,,,,
503,07/17/22 04:40:00 AM,7.53,5.68,,,,,
504,07/17/22 04:45:00 AM,7.54,5.68,,,,,
505,07/17/22 04:50:00 AM,7.54,5.66,,,,,
506,07/17/22 04:55:00 AM,7.54,5.64,,,,,
507,07/17/22 05:00:00 AM,7.54,5.64,,,,,
508,07/17/22 05:05:00 AM,7.55,5.62,,,,,
509,07/17/22 05:10:00 AM,7.55,5.60,,,,,
510,07/17/22 05:15:00 AM,7.56,5.60,,,,,
511,07/17/22 05:20:00 AM,7.55,5.58,,,,,
512,07/17/22 05:25:00 AM,7.55,5.56,,,,,
513,07/17/22 05:30:00 AM,7.56,5.54,,,,,
514,07/17/22 05:35:00 AM,7.56,5.52,,,,,
515,07/17/22 05:40:00 AM,7.57,5.50,,,,,
516,07/17/22 05:45:00 AM,7.57,5.48,,,,,
517,07/17/22 05:50:00 AM,7.58,5.46,,,,,
518,07/17/22 05:55:00 AM,7.58,5.44,,,,,
519,07/17/22 06:00:00 AM,7.58,5.44,,,,,
520,07/17/22 06:05:00 AM,7.58,5.42,,,,,
521,07/17/22 06:10:00 AM,7.58,5.42,,,,,
522,07/17/22 06:15:00 AM,7.58,5.40,,,,,
523,07/17/22 06:20:00 AM,7.59,5.40,,,,,
524,07/17/22 06:25:00 AM,7.59,5.38,,,,,
525,07/17/22 06:30:00 AM,7.60,5.36,,,,,
526,07/17/22 06:35:00 AM,7.60,5.36,,,,,
527,07/17/22 06:40:00 AM,7.60,5.34,,,,,
528,07/17/22 06:45:00 AM,7.61,5.34,,,,,
529,07/17/22 06:50:00 AM,7.60,5.32,,,,,
530,07/17/22 06:55:00 AM,7.61,5.32,,,,,
531,07/17/22 07:00:00 AM,7.61,5.32,,,,,
532,07/17/22 07:05:00 AM,7.61,5.32,,,,,
533,07/17/22 07:10:00 AM,7.61,5.34,,,,,
534,07/17/22 07:15:00 AM,7.61,5.34,,,,,
535,07/17/22 07:20:00 AM,7.62,5.34,,,,,
536,07/17/22 07:25:00 AM,7.61,5.36,,,,,
537,07/17/22 07:30:00 AM,7.62,5.36,,,,,
538,07/17/22 07:35:00 AM,7.62,5.38,,,,,
539,07/17/22 07:40:00 AM,7.61,5.38,,,,,
540,07/17/22 07:45:00 AM,7.62,5.40,,,,,
541,07/17/22 07:50:00 AM,7.61,5.44,,,,,
542,07/17/22 07:55:00 AM,7.61,5.46,,,,,
543,07/17/22 08:00:00 AM,7.60,5.48,,,,,
544,07/17/22 08:05:00 AM,7.60,5.52,,,,,
545,07/17/22 08:10:00 AM,7.60,5.52,,,,,
546,07/17/22 08:15:00 AM,7.60,5.54,,,,,
547,07/17/22 08:20:00 AM,7.60,5.56,,,,,
548,07/17/22 08:25:00 AM,7.59,5.58,,,,,
549,07/17/22 08:30:00 AM,7.59,5.58,,,,,
550,07/17/22 08:35:00 AM,7.59,5.60,,,,,
551,07/17/22 08:40:00 AM,7.59,5.62,,,,,
552,07/17/22 08:45:00 AM,7.59,5.64,,,,,
553,07/17/22 08:50:00 AM,7.59,5.68,,,,,
554,07/17/22 08:55:00 AM,7.58,5.70,,,,,
555,07/17/22 09:00:00 AM,7.58,5.72,,,,,
556,07/17/22 09:05:00 AM,7.58,5.76,,,,,
557,07/17/22 09:10:00 AM,7.57,5.82,,,,,
558,07/17/22 09:15:00 AM,7.57,5.88,,,,,
559,07/17/22 09:20:00 AM,7.56,5.92,,,,,
560,07/17/22 09:25:00 AM,7.55,5.98,,,,,
561,07/17/22 09:30:00 AM,7.54,6.04,,,,,
562,07/17/22 09:35:00 AM,7.53,6.10,,,,,
563,07/17/22 09:40:00 AM,7.50,6.14,,,,,
564,07/17/22 09:45:00 AM,7.49,6.16,,,,,
565,07/17/22 09:50:00 AM,7.49,6.18,,,,,
566,07/17/22 09:55:00 AM,7.49,6.18,,,,,
567,07/17/22 10:00:00 AM,7.49,6.18,,,,,
568,07/17/22 10:05:00 AM,7.49,6.18,,,,,
569,07/17/22 10:10:00 AM,7.49,6.18,,,,,
570,07/17/22 10:15:00 AM,7.49,6.20,,,,,
571,07/17/22 10:20:00 AM,7.48,6.24,,,,,
572,07/17/22 10:25:00 AM,7.48,6.24,,,,,
573,07/17/22 10:30:00 AM,7.48,6.26,,,,,
574,07/17/22 10:35:00 AM,7.47,6.26,,,,,
575,07/17/22 10:40:00 AM,7.47,6.28,,,,,
576,07/17/22 10:45:00 AM,7.47,6.30,,,,,
577,07/17/22 10:50:00 AM,7.47,6.32,,,,,
578,07/17/22 10:55:00 AM,7.47,6.34,,,,,
579,07/17/22 11:00:00 AM,7.46,6.38,,,,,
580,07/17/22 11:05:00 AM,7.46,6.40,,,,,
581,07/17/22 11:10:00 AM,7.45,6.44,,,,,
582,07/17/22 11:15:00 AM,7.45,6.46,,,,,
583,07/17/22 11:20:00 AM,7.44,6.46,,,,,
584,07/17/22 11:25:00 AM,7.44,6.48,,,,,
585,07/17/22 11:30:00 AM,7.44,6.48,,,,,
586,07/17/22 11:35:00 AM,7.43,6.50,,,,,
587,07/17/22 11:40:00 AM,7.43,6.50,,,,,
588,07/17/22 11:45:00 AM,7.42,6.50,,,,,
589,07/17/22 11:50:00 AM,7.43,6.50,,,,,
590,07/17/22 11:55:00 AM,7.43,6.48,,,,,
591,07/17/22 12:00:00 PM,7.43,6.48,,,,,
592,07/17/22 12:05:00 PM,7.43,6.50,,,,,
593,07/17/22 12:10:00 PM,7.43,6.50,,,,,
594,07/17/22 12:15:00 PM,7.42,6.52,,,,,
595,07/17/22 12:20:00 PM,7.42,6.54,,,,,
596,07/17/22 12:25:00 PM,7.42,6.54,,,,,
597,07/17/22 12:30:00 PM,7.42,6.56,,,,,
598,07/17/22 12:35:00 PM,7.42,6.56,,,,,
599,07/17/22 12:40:00 PM,7.42,6.56,,,,,
600,07/17/22 12:45:00 PM,7.41,6.56,,,,,
601,07/17/22 12:50:00 PM,7.42,6.56,,,,,
602,07/17/22 12:55:00 PM,7.41,6.56,,,,,
603,07/17/22 01:00:00 PM,7.41,6.56,,,,,
604,07/17/22 01:05:00 PM,7.41,6.56,,,,,
605,07/17/22 01:10:00 PM,7.41,6.56,,,,,
606,07/17/22 01:15:00 PM,7.41,6.56,,,,,
607,07/17/22 01:20:00 PM,7.41,6.56,,,,,
608,07/17/22 01:25:00 PM,7.41,6.56,,,,,
609,07/17/22 01:30:00 PM,7.41,6.58,,,,,
610,07/17/22 01:35:00 PM,7.40,6.62,,,,,
611,07/17/22 01:40:00 PM,7.40,6.64,,,,,
612,07/17/22 01:45:00 PM,7.40,6.64,,,,,
613,07/17/22 01:50:00 PM,7.39,6.66,,,,,
614,07/17/22 01:55:00 PM,7.40,6.66,,,,,
615,07/17/22 02:00:00 PM,7.39,6.66,,,,,
616,07/17/22 02:05:00 PM,7.39,6.66,,,,,
617,07/17/22 02:10:00 PM,7.39,6.66,,,,,
618,07/17/22 02:15:00 PM,7.39,6.64,,,,,
619,07/17/22 02:20:00 PM,7.39,6.64,,,,,
620,07/17/22 02:25:00 PM,7.38,6.62,,,,,
621,07/17/22 02:30:00 PM,7.39,6.60,,,,,
622,07/17/22 02:35:00 PM,7.39,6.58,,,,,
623,07/17/22 02:40:00 PM,7.39,6.56,,,,,
624,07/17/22 02:45:00 PM,7.40,6.54,,,,,
625,07/17/22 02:50:00 PM,7.40,6.52,,,,,
626,07/17/22 02:55:00 PM,7.41,6.54,,,,,
627,07/17/22 03:00:00 PM,7.41,6.54,,,,,
628,07/17/22 03:05:00 PM,7.40,6.56,,,,,
629,07/17/22 03:10:00 PM,7.41,6.58,,,,,
630,07/17/22 03:15:00 PM,7.41,6.60,,,,,
631,07/17/22 03:20:00 PM,7.41,6.60,,,,,
632,07/17/22 03:25:00 PM,7.40,6.62,,,,,
633,07/17/22 03:30:00 PM,7.40,6.62,,,,,
634,07/17/22 03:35:00 PM,7.40,6.62,,,,,
635,07/17/22 03:40:00 PM,7.40,6.62,,,,,
636,07/17/22 03:45:00 PM,7.40,6.62,,,,,
637,07/17/22 03:50:00 PM,7.40,6.60,,,,,
638,07/17/22 03:55:00 PM,7.40,6.58,,,,,
639,07/17/22 04:00:00 PM,7.40,6.54,,,,,
640,07/17/22 04:05:00 PM,7.41,6.52,,,,,
641,07/17/22 04:10:00 PM,7.42,6.52,,,,,
642,07/17/22 04:15:00 PM,7.43,6.52,,,,,
643,07/17/22 04:20:00 PM,7.43,6.52,,,,,
644,07/17/22 04:25:00 PM,7.43,6.52,,,,,
645,07/17/22 04:30:00 PM,7.43,6.50,,,,,
646,07/17/22 04:35:00 PM,7.43,6.46,,,,,
647,07/17/22 04:40:00 PM,7.44,6.44,,,,,
648,07/17/22 04:45:00 PM,7.45,6.40,,,,,
649,07/17/22 04:50:00 PM,7.45,6.36,,,,,
650,07/17/22 04:55:00 PM,7.46,6.34,,,,,
651,07/17/22 05:00:00 PM,7.46,6.32,,,,,
652,07/17/22 05:05:00 PM,7.48,6.30,,,,,
653,07/17/22 05:10:00 PM,7.47,6.28,,,,,
654,07/17/22 05:15:00 PM,7.48,6.26,,,,,
655,07/17/22 05:20:00 PM,7.47,6.26,,,,,
656,07/17/22 05:25:00 PM,7.48,6.24,,,,,
657,07/17/22 05:30:00 PM,7.48,6.22,,,,,
658,07/17/22 05:35:00 PM,7.48,6.20,,,,,
659,07/17/22 05:40:00 PM,7.48,6.18,,,,,
660,07/17/22 05:45:00 PM,7.49,6.16,,,,,
661,07/17/22 05:50:00 PM,7.49,6.14,,,,,
662,07/17/22 05:55:00 PM,7.50,6.12,,,,,
663,07/17/22 06:00:00 PM,7.50,6.08,,,,,
664,07/17/22 06:05:00 PM,7.50,6.06,,,,,
665,07/17/22 06:10:00 PM,7.52,6.04,,,,,
666,07/17/22 06:15:00 PM,7.53,6.02,,,,,
667,07/17/22 06:20:00 PM,7.53,6.00,,,,,
668,07/17/22 06:25:00 PM,7.53,5.96,,,,,
669,07/17/22 06:30:00 PM,7.54,5.94,,,,,
670,07/17/22 06:35:00 PM,7.54,5.92,,,,,
671,07/17/22 06:40:00 PM,7.55,5.90,,,,,
672,07/17/22 06:45:00 PM,7.56,5.88,,,,,
673,07/17/22 06:50:00 PM,7.56,5.86,,,,,
674,07/17/22 06:55:00 PM,7.57,5.84,,,,,
675,07/17/22 07:00:00 PM,7.57,5.84,,,,,
676,07/17/22 07:05:00 PM,7.57,5.82,,,,,
677,07/17/22 07:10:00 PM,7.57,5.80,,,,,
678,07/17/22 07:15:00 PM,7.57,5.78,,,,,
679,07/17/22 07:20:00 PM,7.59,5.76,,,,,
680,07/17/22 07:25:00 PM,7.58,5.76,,,,,
681,07/17/22 07:30:00 PM,7.59,5.74,,,,,
682,07/17/22 07:35:00 PM,7.59,5.74,,,,,
683,07/17/22 07:40:00 PM,7.59,5.72,,,,,
684,07/17/22 07:45:00 PM,7.59,5.72,,,,,
685,07/17/22 07:50:00 PM,7.60,5.70,,,,,
686,07/17/22 07:55:00 PM,7.60,5.70,,,,,
687,07/17/22 08:00:00 PM,7.60,5.68,,,,,
688,07/17/22 08:05:00 PM,7.60,5.68,,,,,
689,07/17/22 08:10:00 PM,7.60,5.66,,,,,
690,07/17/22 08:15:00 PM,7.60,5.66,,,,,
691,07/17/22 08:20:00 PM,7.61,5.64,,,,,
692,07/17/22 08:25:00 PM,7.61,5.64,,,,,
693,07/17/22 08:30:00 PM,7.61,5.62,,,,,
694,07/17/22 08:35:00 PM,7.61,5.62,,,,,
695,07/17/22 08:40:00 PM,7.61,5.60,,,,,
696,07/17/22 08:45:00 PM,7.61,5.60,,,,,
697,07/17/22 08:50:00 PM,7.62,5.60,,,,,
698,07/17/22 08:55:00 PM,7.62,5.58,,,,,
699,07/17/22 09:00:00 PM,7.62,5.58,,,,,
700,07/17/22 09:05:00 PM,7.63,5.56,,,,,
701,07/17/22 09:10:00 PM,7.62,5.56,,,,,
702,07/17/22 09:15:00 PM,7.63,5.54,,,,,
703,07/17/22 09:20:00 PM,7.62,5.54,,,,,
704,07/17/22 09:25:00 PM,7.62,5.54,,,,,
705,07/17/22 09:30:00 PM,7.62,5.52,,,,,
706,07/17/22 09:35:00 PM,7.62,5.52,,,,,
707,07/17/22 09:40:00 PM,7.62,5.50,,,,,
708,07/17/22 09:45:00 PM,7.63,5.48,,,,,
709,07/17/22 09:50:00 PM,7.64,5.46,,,,,
710,07/17/22 09:55:00 PM,7.63,5.44,,,,,
711,07/17/22 10:00:00 PM,7.64,5.42,,,,,
712,07/17/22 10:05:00 PM,7.64,5.40,,,,,
713,07/17/22 10:10:00 PM,7.65,5.38,,,,,
714,07/17/22 10:15:00 PM,7.65,5.36,,,,,
715,07/17/22 10:20:00 PM,7.66,5.34,,,,,
716,07/17/22 10:25:00 PM,7.66,5.32,,,,,
717,07/17/22 10:30:00 PM,7.67,5.30,,,,,
718,07/17/22 10:35:00 PM,7.67,5.30,,,,,
719,07/17/22 10:40:00 PM,7.67,5.28,,,,,
720,07/17/22 10:45:00 PM,7.68,5.28,,,,,
721,07/17/22 10:50:00 PM,7.68,5.26,,,,,
722,07/17/22 10:55:00 PM,7.68,5.26,,,,,
723,07/17/22 11:00:00 PM,7.69,5.26,,,,,
724,07/17/22 11:05:00 PM,7.68,5.24,,,,,
725,07/17/22 11:10:00 PM,7.68,5.22,,,,,
726,07/17/22 11:15:00 PM,7.69,5.20,,,,,
727,07/17/22 11:20:00 PM,7.69,5.20,,,,,
728,07/17/22 11:25:00 PM,7.70,5.18,,,,,
729,07/17/22 11:30:00 PM,7.70,5.16,,,,,
730,07/17/22 11:35:00 PM,7.70,5.16,,,,,
731,07/17/22 11:40:00 PM,7.70,5.16,,,,,
732,07/17/22 11:45:00 PM,7.70,5.16,,,,,
733,07/17/22 11:50:00 PM,7.70,5.14,,,,,
734,07/17/22 11:55:00 PM,7.70,5.14,,,,,
735,07/18/22 12:00:00 AM,7.71,5.14,,,,,
736,07/18/22 12:05:00 AM,7.71,5.14,,,,,
737,07/18/22 12:10:00 AM,7.70,5.12,,,,,
738,07/18/22 12:15:00 AM,7.70,5.12,,,,,
739,07/18/22 12:20:00 AM,7.70,5.12,,,,,
740,07/18/22 12:25:00 AM,7.70,5.10,,,,,
741,07/18/22 12:30:00 AM,7.71,5.10,,,,,
742,07/18/22 12:35:00 AM,7.71,5.10,,,,,
743,07/18/22 12:40:00 AM,7.71,5.08,,,,,
744,07/18/22 12:45:00 AM,7.71,5.08,,,,,
745,07/18/22 12:50:00 AM,7.71,5.08,,,,,
746,07/18/22 12:55:00 AM,7.71,5.08,,,,,
747,07/18/22 01:00:00 AM,7.73,5.06,,,,,
748,07/18/22 01:05:00 AM,7.73,5.06,,,,,
749,07/18/22 01:10:00 AM,7.73,5.04,,,,,
750,07/18/22 01:15:00 AM,7.71,5.04,,,,,
751,07/18/22 01:20:00 AM,7.71,5.02,,,,,
752,07/18/22 01:25:00 AM,7.71,5.02,,,,,
753,07/18/22 01:30:00 AM,7.71,5.02,,,,,
754,07/18/22 01:35:00 AM,7.73,5.00,,,,,
755,07/18/22 01:40:00 AM,7.73,5.00,,,,,
756,07/18/22 01:45:00 AM,7.73,5.00,,,,,
757,07/18/22 01:50:00 AM,7.73,4.98,,,,,
758,07/18/22 01:55:00 AM,7.71,4.98,,,,,
759,07/18/22 02:00:00 AM,7.73,4.98,,,,,
760,07/18/22 02:05:00 AM,7.73,4.96,,,,,
761,07/18/22 02:10:00 AM,7.73,4.96,,,,,
762,07/18/22 02:15:00 AM,7.73,4.96,,,,,
763,07/18/22 02:20:00 AM,7.73,4.94,,,,,
764,07/18/22 02:25:00 AM,7.73,4.94,,,,,
765,07/18/22 02:30:00 AM,7.73,4.94,,,,,
766,07/18/22 02:35:00 AM,7.73,4.94,,,,,
767,07/18/22 02:40:00 AM,7.73,4.94,,,,,
768,07/18/22 02:45:00 AM,7.73,4.92,,,,,
769,07/18/22 02:50:00 AM,7.73,4.92,,,,,
770,07/18/22 02:55:00 AM,7.73,4.92,,,,,
771,07/18/22 03:00:00 AM,7.73,4.90,,,,,
772,07/18/22 03:05:00 AM,7.73,4.90,,,,,
773,07/18/22 03:10:00 AM,7.73,4.90,,,,,
774,07/18/22 03:15:00 AM,7.73,4.90,,,,,
775,07/18/22 03:20:00 AM,7.74,4.90,,,,,
776,07/18/22 03:25:00 AM,7.74,4.88,,,,,
777,07/18/22 03:30:00 AM,7.73,4.88,,,,,
778,07/18/22 03:35:00 AM,7.73,4.88,,,,,
779,07/18/22 03:40:00 AM,7.74,4.86,,,,,
780,07/18/22 03:45:00 AM,7.74,4.86,,,,,
781,07/18/22 03:50:00 AM,7.74,4.86,,,,,
782,07/18/22 03:55:00 AM,7.74,4.84,,,,,
783,07/18/22 04:00:00 AM,7.75,4.84,,,,,
784,07/18/22 04:05:00 AM,7.75,4.84,,,,,
785,07/18/22 04:10:00 AM,7.75,4.84,,,,,
786,07/18/22 04:15:00 AM,7.75,4.82,,,,,
787,07/18/22 04:20:00 AM,7.75,4.82,,,,,
788,07/18/22 04:25:00 AM,7.75,4.82,,,,,
789,07/18/22 04:30:00 AM,7.75,4.82,,,,,
790,07/18/22 04:35:00 AM,7.75,4.82,,,,,
791,07/18/22 04:40:00 AM,7.76,4.80,,,,,
792,07/18/22 04:45:00 AM,7.76,4.80,,,,,
793,07/18/22 04:50:00 AM,7.76,4.78,,,,,
794,07/18/22 04:55:00 AM,7.76,4.78,,,,,
795,07/18/22 05:00:00 AM,7.77,4.78,,,,,
796,07/18/22 05:05:00 AM,7.77,4.76,,,,,
797,07/18/22 05:10:00 AM,7.77,4.76,,,,,
798,07/18/22 05:15:00 AM,7.77,4.74,,,,,
799,07/18/22 05:20:00 AM,7.77,4.74,,,,,
800,07/18/22 05:25:00 AM,7.78,4.74,,,,,
801,07/18/22 05:30:00 AM,7.78,4.72,,,,,
802,07/18/22 05:35:00 AM,7.78,4.72,,,,,
803,07/18/22 05:40:00 AM,7.78,4.72,,,,,
804,07/18/22 05:45:00 AM,7.78,4.70,,,,,
805,07/18/22 05:50:00 AM,7.79,4.70,,,,,
806,07/18/22 05:55:00 AM,7.79,4.70,,,,,
807,07/18/22 06:00:00 AM,7.79,4.68,,,,,
808,07/18/22 06:05:00 AM,7.79,4.68,,,,,
809,07/18/22 06:10:00 AM,7.79,4.68,,,,,
810,07/18/22 06:15:00 AM,7.79,4.66,,,,,
811,07/18/22 06:20:00 AM,7.80,4.64,,,,,
812,07/18/22 06:25:00 AM,7.80,4.64,,,,,
813,07/18/22 06:30:00 AM,7.81,4.62,,,,,
814,07/18/22 06:35:00 AM,7.80,4.62,,,,,
815,07/18/22 06:40:00 AM,7.81,4.62,,,,,
816,07/18/22 06:45:00 AM,7.81,4.60,,,,,
817,07/18/22 06:50:00 AM,7.81,4.60,,,,,
818,07/18/22 06:55:00 AM,7.81,4.60,,,,,
819,07/18/22 07:00:00 AM,7.81,4.60,,,,,
820,07/18/22 07:05:00 AM,7.82,4.58,,,,,
821,07/18/22 07:10:00 AM,7.81,4.58,,,,,
822,07/18/22 07:15:00 AM,7.82,4.58,,,,,
823,07/18/22 07:20:00 AM,7.82,4.58,,,,,
824,07/18/22 07:25:00 AM,7.82,4.58,,,,,
825,07/18/22 07:30:00 AM,7.82,4.58,,,,,
826,07/18/22 07:35:00 AM,7.82,4.58,,,,,
827,07/18/22 07:40:00 AM,7.82,4.58,,,,,
828,07/18/22 07:45:00 AM,7.83,4.58,,,,,
829,07/18/22 07:50:00 AM,7.82,4.58,,,,,
830,07/18/22 07:55:00 AM,7.82,4.60,,,,,
831,07/18/22 08:00:00 AM,7.83,4.60,,,,,
832,07/18/22 08:05:00 AM,7.83,4.62,,,,,
833,07/18/22 08:10:00 AM,7.83,4.62,,,,,
834,07/18/22 08:15:00 AM,7.82,4.64,,,,,
835,07/18/22 08:20:00 AM,7.82,4.66,,,,,
836,07/18/22 08:25:00 AM,7.82,4.68,,,,,
837,07/18/22 08:30:00 AM,7.82,4.68,,,,,
838,07/18/22 08:35:00 AM,7.82,4.70,,,,,
839,07/18/22 08:40:00 AM,7.82,4.72,,,,,
840,07/18/22 08:45:00 AM,7.81,4.74,,,,,
841,07/18/22 08:50:00 AM,7.81,4.74,,,,,
842,07/18/22 08:55:00 AM,7.81,4.76,,,,,
843,07/18/22 09:00:00 AM,7.80,4.78,,,,,
844,07/18/22 09:05:00 AM,7.81,4.78,,,,,
845,07/18/22 09:10:00 AM,7.80,4.78,,,,,
846,07/18/22 09:15:00 AM,7.80,4.80,,,,,
847,07/18/22 09:20:00 AM,7.81,4.82,,,,,
848,07/18/22 09:25:00 AM,7.80,4.84,,,,,
849,07/18/22 09:30:00 AM,7.80,4.88,,,,,
850,07/18/22 09:35:00 AM,7.79,4.90,,,,,
851,07/18/22 09:40:00 AM,7.79,4.94,,,,,
852,07/18/22 09:45:00 AM,7.78,4.98,,,,,
853,07/18/22 09:50:00 AM,7.77,5.00,,,,,
854,07/18/22 09:55:00 AM,7.76,4.98,,,,,
855,07/18/22 10:00:00 AM,7.76,4.98,,,,,
856,07/18/22 10:05:00 AM,7.76,4.98,,,,,
857,07/18/22 10:10:00 AM,7.77,4.98,,,,,
858,07/18/22 10:15:00 AM,7.76,5.00,,,,,
859,07/18/22 10:20:00 AM,7.76,5.00,,,,,
860,07/18/22 10:25:00 AM,7.76,5.00,,,,,
861,07/18/22 10:30:00 AM,7.76,5.02,,,,,
862,07/18/22 10:35:00 AM,7.76,5.04,,,,,
863,07/18/22 10:40:00 AM,7.76,5.06,,,,,
864,07/18/22 10:45:00 AM,7.75,5.10,,,,,
865,07/18/22 10:50:00 AM,7.75,5.12,,,,,
866,07/18/22 10:55:00 AM,7.75,5.14,,,,,
867,07/18/22 11:00:00 AM,7.74,5.16,,,,,
868,07/18/22 11:05:00 AM,7.75,5.18,,,,,
869,07/18/22 11:10:00 AM,7.75,5.20,,,,,
870,07/18/22 11:15:00 AM,7.74,5.26,,,,,
871,07/18/22 11:20:00 AM,7.73,5.30,,,,,
872,07/18/22 11:25:00 AM,7.71,5.32,,,,,
873,07/18/22 11:30:00 AM,7.73,5.34,,,,,
874,07/18/22 11:35:00 AM,7.71,5.36,,,,,
875,07/18/22 11:40:00 AM,7.70,5.40,,,,,
876,07/18/22 11:45:00 AM,7.69,5.42,,,,,
877,07/18/22 11:50:00 AM,7.70,5.42,,,,,
878,07/18/22 11:55:00 AM,7.69,5.44,,,,,
879,07/18/22 12:00:00 PM,7.69,5.46,,,,,
880,07/18/22 12:05:00 PM,7.69,5.46,,,,,
881,07/18/22 12:10:00 PM,7.68,5.46,,,,,
882,07/18/22 12:15:00 PM,7.69,5.48,,,,,
883,07/18/22 12:20:00 PM,7.69,5.50,,,,,
884,07/18/22 12:25:00 PM,7.68,5.52,,,,,
885,07/18/22 12:30:00 PM,7.67,5.54,,,,,
886,07/18/22 12:35:00 PM,7.67,5.56,,,,,
887,07/18/22 12:40:00 PM,7.67,5.58,,,,,
888,07/18/22 12:45:00 PM,7.66,5.60,,,,,
889,07/18/22 12:50:00 PM,7.66,5.62,,,,,
890,07/18/22 12:55:00 PM,7.65,5.62,,,,,
891,07/18/22 01:00:00 PM,7.65,5.62,,,,,
892,07/18/22 01:05:00 PM,7.65,5.60,,,,,
893,07/18/22 01:10:00 PM,7.64,5.58,,,,,
894,07/18/22 01:15:00 PM,7.64,5.56,,,,,
895,07/18/22 01:20:00 PM,7.65,5.54,,,,,
896,07/18/22 01:25:00 PM,7.65,5.56,,,,,
897,07/18/22 01:30:00 PM,7.66,5.60,,,,,
898,07/18/22 01:35:00 PM,7.66,5.66,,,,,
899,07/18/22 01:40:00 PM,7.64,5.70,,,,,
900,07/18/22 01:45:00 PM,7.64,5.74,,,,,
901,07/18/22 01:50:00 PM,7.64,5.78,,,,,
902,07/18/22 01:55:00 PM,7.63,5.80,,,,,
903,07/18/22 02:00:00 PM,7.62,5.82,,,,,
904,07/18/22 02:05:00 PM,7.62,5.80,,,,,
905,07/18/22 02:10:00 PM,7.62,5.80,,,,,
906,07/18/22 02:15:00 PM,7.61,5.82,,,,,
907,07/18/22 02:20:00 PM,7.61,5.82,,,,,
908,07/18/22 02:25:00 PM,7.61,5.82,,,,,
909,07/18/22 02:30:00 PM,7.61,5.84,,,,,
910,07/18/22 02:35:00 PM,7.61,5.84,,,,,
911,07/18/22 02:40:00 PM,7.61,5.82,,,,,
