Serial_number:
2020431
Project ID:

Location:
AcrossFromLake_Lower
AcrossFromLake_Lower
UNIT: kPa
Offset: 0.000000 kPa
TEMPERATURE
UNIT: °C
Date,Time,ms,AcrossFromLake_Lower,TEMPERATURE
3/20/2022,02:30:00 am,0,70.0649,6.617
3/20/2022,02:45:00 am,0,70.0660,6.612
3/20/2022,03:00:00 am,0,70.0622,6.609
3/20/2022,03:15:00 am,0,70.0694,6.614
3/20/2022,03:30:00 am,0,70.0669,6.609
3/20/2022,03:45:00 am,0,70.0683,6.603
3/20/2022,04:00:00 am,0,70.0641,6.596
3/20/2022,04:15:00 am,0,70.0679,6.594
3/20/2022,04:30:00 am,0,70.0655,6.589
3/20/2022,04:45:00 am,0,70.0693,6.590
3/20/2022,05:00:00 am,0,70.0721,6.590
3/20/2022,05:15:00 am,0,70.0768,6.576
3/20/2022,05:30:00 am,0,70.0800,6.576
3/20/2022,05:45:00 am,0,70.0784,6.576
3/20/2022,06:00:00 am,0,70.0834,6.572
3/20/2022,06:15:00 am,0,70.0885,6.568
3/20/2022,06:30:00 am,0,70.1012,6.565
3/20/2022,06:45:00 am,0,70.1152,6.555
3/20/2022,07:00:00 am,0,70.1257,6.548
3/20/2022,07:15:00 am,0,70.1305,6.547
3/20/2022,07:30:00 am,0,70.1474,6.548
3/20/2022,07:45:00 am,0,70.1730,6.549
3/20/2022,08:00:00 am,0,70.1793,6.531
3/20/2022,08:15:00 am,0,70.1981,6.527
3/20/2022,08:30:00 am,0,70.2145,6.526
3/20/2022,08:45:00 am,0,70.2216,6.524
3/20/2022,09:00:00 am,0,70.2352,6.525
3/20/2022,09:15:00 am,0,70.2517,6.532
3/20/2022,09:30:00 am,0,70.2529,6.529
3/20/2022,09:45:00 am,0,70.2623,6.536
3/20/2022,10:00:00 am,0,70.2665,6.542
3/20/2022,10:15:00 am,0,70.2660,6.551
3/20/2022,10:30:00 am,0,70.2605,6.550
3/20/2022,10:45:00 am,0,70.2638,6.561
3/20/2022,11:00:00 am,0,70.2634,6.568
3/20/2022,11:15:00 am,0,70.2551,6.571
3/20/2022,11:30:00 am,0,70.2468,6.574
3/20/2022,11:45:00 am,0,70.2318,6.584
3/20/2022,12:00:00 pm,0,70.2223,6.594
3/20/2022,12:15:00 pm,0,70.2171,6.604
3/20/2022,12:30:00 pm,0,70.2059,6.611
3/20/2022,12:45:00 pm,0,70.1941,6.619
3/20/2022,01:00:00 pm,0,70.1807,6.628
3/20/2022,01:15:00 pm,0,70.1596,6.634
3/20/2022,01:30:00 pm,0,70.1432,6.638
3/20/2022,01:45:00 pm,0,70.1298,6.644
3/20/2022,02:00:00 pm,0,70.1145,6.650
3/20/2022,02:15:00 pm,0,70.0914,6.656
3/20/2022,02:30:00 pm,0,70.0786,6.661
3/20/2022,02:45:00 pm,0,70.0630,6.667
3/20/2022,03:00:00 pm,0,70.0460,6.673
3/20/2022,03:15:00 pm,0,70.0316,6.680
3/20/2022,03:30:00 pm,0,70.0246,6.689
3/20/2022,03:45:00 pm,0,70.0173,6.680
3/20/2022,04:00:00 pm,0,70.0187,6.682
3/20/2022,04:15:00 pm,0,70.0130,6.687
